Skor M2 (Skills),Skor M5 (Compass),Skor M8 (Ambisi),Skor M9 (Resiliensi),Semester,IPK,Ekspektasi Gaji,Minat Wirausaha,Rencana S2/Sertifikasi,Frekuensi Belajar,Level Bahasa Inggris,Motivasi,Cognitive Style,Work Style,Kultur Kerja,Ukuran Perusahaan,PCA1,PCA2,Cluster
10,10,9,6,1,4,5,5,4,1,3,money,analytical,small,formal,big,2.9593255758742876,-1.5818457759484488,1
8,8,6,7,1,2,1,4,3,3,1,growth,analytical,solo,collab,flex,-0.1694717792776091,-2.0208865361641193,2
9,8,6,6,2,3,1,4,2,1,2,prestige,creative,flex,formal,mid,-1.2139612646766196,-0.3147669147656312,0
9,8,5,7,3,3,2,3,1,2,2,growth,analytical,small,collab,mid,-1.2441151166994247,0.4110958357293832,0
7,7,6,5,4,4,1,4,3,1,2,impact,social,solo,collab,flex,-1.6545795608322162,0.8473881055335742,0
8,8,6,7,4,4,2,3,2,2,2,impact,social,small,collab,flex,-0.667930417657548,1.0748175089262095,2
8,8,5,6,4,4,2,2,2,2,3,money,analytical,small,collab,flex,-1.1920887041401755,2.411507609492218,0
7,9,6,7,4,4,1,5,2,2,2,money,creative,flex,collab,flex,-0.194678585598425,0.3932726019724559,2
9,9,5,5,1,3,2,4,1,1,2,money,analytical,solo,formal,startup,-1.7703470952237783,-0.9734675898941467,0
11,9,8,9,5,3,2,5,3,4,3,money,strategic,flex,collab,big,3.6823239734987285,1.2531809093325785,1
9,10,5,4,1,3,3,3,1,2,2,money,creative,small,agile,big,-1.2531756438719388,-0.9315632946792479,0
14,10,9,10,1,4,5,5,4,4,4,freedom,analytical,flex,collab,flex,6.576910435182011,0.11340227397120248,1
8,8,5,6,4,4,2,2,2,2,2,money,social,small,formal,mid,-1.5766728802616288,1.6556278345296507,0
6,8,6,7,3,2,1,4,2,2,1,growth,social,solo,collab,flex,-1.4335884468136182,-1.4998076568820955,0
10,9,6,7,4,4,2,4,2,3,3,money,social,flex,collab,startup,1.1352800735871014,1.7362088491145107,2
7,9,7,6,4,4,2,4,3,2,2,growth,social,small,collab,flex,0.19964584295483917,0.1946449881825316,2
7,7,5,9,4,4,2,2,2,4,3,money,analytical,solo,result,flex,0.13199279964867483,2.554175900713664,2
9,9,8,7,2,3,3,4,3,2,2,impact,creative,small,result,big,1.3960842510406537,-1.3237991702104284,1
5,10,7,7,1,3,2,5,2,2,1,growth,analytical,small,formal,flex,-0.20573654837394428,-3.208443933195186,2
8,10,6,6,3,4,1,5,2,2,1,money,analytical,small,formal,mid,-0.45255013138746064,-0.8786468870885881,2
7,8,8,3,5,4,2,3,3,3,3,prestige,creative,small,agile,big,0.06353743309335291,1.7187698868678292,2
9,8,7,7,3,4,3,5,2,2,2,money,analytical,flex,formal,flex,0.6934276675675299,-0.21353281713436068,2
8,8,6,7,4,4,2,4,2,3,2,impact,creative,flex,collab,flex,0.20621186508398437,0.8224077917687632,2
6,8,5,5,4,4,1,3,2,2,2,impact,strategic,solo,collab,startup,-2.0415510135036454,1.0651675870660897,0
9,8,5,7,5,4,1,4,2,3,2,freedom,social,small,collab,mid,-0.27874462411343254,1.7558034266711113,2
6,8,6,5,3,4,5,5,2,3,1,money,social,small,collab,mid,-0.08177130810485031,-1.827654561167983,2
11,9,8,9,3,4,3,5,2,3,2,growth,analytical,big,formal,mid,2.6650323754583645,-0.3413223868228696,1
6,7,7,6,4,4,3,4,2,2,2,impact,social,small,collab,flex,-0.706949404671066,0.08824050977927472,2
2,8,4,4,3,4,3,1,2,1,1,money,social,solo,formal,flex,-4.314046377555091,-0.23429178827511424,0
9,9,6,7,3,3,3,4,2,2,1,money,analytical,small,collab,mid,-0.04877779111919686,-1.143567886868313,2
7,8,4,5,4,4,1,3,1,2,2,money,social,small,result,flex,-2.7109848454919976,1.5836502333688256,0
10,10,5,6,3,4,1,4,2,2,1,money,analytical,small,formal,big,-0.6379898083016791,-0.018114868109676253,2
12,9,8,7,5,3,3,5,2,2,1,money,analytical,flex,agile,big,1.5839080599484607,-0.38712319366530384,2
9,9,5,7,3,3,3,3,2,3,1,money,creative,big,formal,mid,-0.13992219880406,-0.5054320347690121,2
9,8,6,7,3,4,1,5,2,2,2,money,social,small,collab,mid,-0.23997581719382072,0.3027638496117318,2
8,9,5,8,3,2,2,4,1,3,2,freedom,social,flex,collab,flex,-0.14819064901935236,-0.5094136525304152,2
9,10,7,6,3,3,1,4,3,1,1,impact,strategic,flex,result,big,-0.11344861578660226,-1.0993214696161917,2
11,8,8,7,3,3,3,3,3,2,3,money,creative,solo,agile,flex,1.4702455017487308,0.9455509969448551,1
13,9,5,5,4,4,1,4,2,1,2,prestige,analytical,flex,collab,flex,-0.6708946131073559,1.8138072817456545,2
13,7,5,6,3,4,3,3,2,2,3,money,social,big,formal,big,0.012655950365944135,2.2779328285247726,2
10,9,8,6,3,4,2,4,3,2,2,money,strategic,flex,result,flex,1.1195540569395772,0.2680681557969526,2
7,8,7,5,3,3,2,4,2,1,1,money,analytical,big,collab,flex,-1.5950060374573347,-1.2849543779120003,0
9,9,7,7,3,4,2,5,3,2,2,money,strategic,flex,collab,mid,1.1769692811790948,-0.19623307313494343,2
9,9,5,5,3,4,2,4,2,1,3,money,analytical,small,collab,flex,-0.9304642867079798,1.1643408837240743,2
8,9,6,5,3,3,2,3,2,2,2,money,analytical,small,formal,big,-0.9655537228348618,-0.003956325282552436,0
8,7,5,6,5,4,1,5,2,2,2,money,analytical,solo,collab,flex,-1.1751343327988404,1.4286270366612723,2
6,9,5,5,2,2,2,3,2,1,1,growth,analytical,flex,formal,flex,-2.4167289617732246,-1.8370289296880176,0
9,8,5,7,3,4,2,3,2,2,2,impact,analytical,small,collab,flex,-0.7766095686505641,0.9449776717795844,2
12,10,7,7,3,3,3,4,2,2,2,money,analytical,small,collab,mid,1.3941288731480526,-0.21553442703244702,2
9,9,7,7,4,4,2,4,3,2,2,growth,analytical,flex,formal,big,0.9795733975509737,0.4936627451943208,2
7,7,6,6,3,4,2,3,2,2,2,money,strategic,small,formal,mid,-1.4258122402320863,0.6418227130455624,0
12,8,5,7,3,4,2,2,2,4,2,money,analytical,flex,collab,big,0.5310695131806,2.0204401151426254,2
12,7,8,8,3,4,2,4,3,2,3,money,analytical,flex,formal,flex,1.7367602218003446,1.6101929712604093,1
10,9,8,7,4,4,3,4,3,2,2,growth,analytical,small,collab,startup,1.6449210069340614,0.20291032137496753,2
12,9,5,6,3,3,2,3,2,2,3,growth,social,flex,agile,mid,0.14652940315199148,1.5709949078976269,2
7,9,5,7,3,4,2,2,2,2,2,growth,creative,flex,formal,big,-1.0270365580743506,0.8077811450661411,0
7,8,5,4,3,4,1,3,2,2,3,money,social,small,collab,flex,-1.9463711998305082,1.6563712478734307,0
6,8,6,4,3,4,3,3,2,2,2,prestige,creative,small,agile,startup,-1.4965540671552975,-0.03245775567104862,0
11,8,8,8,2,3,3,5,4,3,2,prestige,analytical,small,formal,big,2.895283121964128,-1.1389266374671276,1
8,8,5,7,3,4,2,3,2,2,2,money,social,solo,formal,flex,-1.0444497752583206,0.9231857784520098,0
11,9,7,8,4,4,3,3,2,2,2,money,analytical,small,formal,flex,0.9524120546652834,1.148529602539344,2
8,10,8,7,3,3,3,4,2,2,2,growth,strategic,big,formal,mid,1.0677917062556637,-1.1448673314762619,2
6,7,6,6,3,4,3,4,2,2,2,prestige,analytical,small,collab,mid,-0.9906637273239867,-0.27057289012833596,0
8,7,6,5,3,4,2,4,2,2,1,growth,analytical,small,formal,mid,-1.5085571036985024,-0.4065306390680872,0
12,9,6,7,3,3,5,4,2,1,1,prestige,analytical,small,collab,big,0.6292275271469203,-1.271329585142617,2
6,8,7,4,3,4,2,4,3,2,1,prestige,social,flex,formal,flex,-1.0880797333925143,-0.9173075209086453,0
13,9,10,10,3,4,3,4,3,4,2,growth,strategic,flex,formal,flex,4.537079751313209,0.2736674517229232,1
9,9,5,7,3,3,2,2,2,3,1,money,analytical,flex,formal,big,-0.6091997160941545,0.11857192197474695,0
10,9,7,6,2,3,2,5,2,2,1,growth,analytical,small,formal,flex,0.16886621308544314,-1.7371726313906088,2
8,8,5,5,2,4,2,4,2,1,3,money,analytical,small,collab,flex,-1.4055343154784086,0.680264688156614,0
9,8,7,7,3,4,3,3,3,2,2,money,social,small,collab,mid,0.4744506385546811,0.39947050973903625,2
9,8,7,7,2,1,1,5,1,3,2,money,social,flex,collab,flex,0.009343065955328453,-1.5176708452344496,2
12,10,6,6,3,4,2,4,2,2,2,money,analytical,small,collab,mid,0.6046213302122547,0.6548768322783137,2
9,10,7,8,5,4,2,5,2,3,2,growth,social,flex,formal,flex,1.7638378643937314,0.6296102869259107,2
10,9,8,8,3,1,2,5,3,3,2,growth,analytical,solo,result,big,2.288900796830704,-1.7004493369789042,1
14,10,8,10,3,4,4,5,4,4,3,growth,analytical,flex,formal,big,5.761006201217289,0.5925561978271511,1
8,6,4,6,2,4,2,3,2,2,2,money,social,small,collab,big,-2.1154637137925647,0.7776111050870156,0
13,9,6,7,3,4,2,5,3,2,2,money,social,solo,result,mid,1.4941932394129251,0.6362147278971814,2
11,8,6,7,3,3,5,4,2,2,3,money,analytical,big,formal,big,1.3122096970807287,0.2826104211484035,1
7,9,8,7,3,3,3,4,2,2,2,money,analytical,small,formal,mid,0.5018986538369856,-1.090828109040694,2
11,8,8,8,3,3,4,4,2,4,2,money,social,flex,formal,flex,2.4636321518872863,-0.20805815490189122,1
10,7,6,5,3,3,2,5,2,2,2,money,social,big,formal,mid,-0.6087027067522137,-0.08058423644542603,2
13,7,8,7,3,3,5,4,3,4,4,money,analytical,flex,result,flex,3.7342774016547766,1.4411369789068311,1
10,8,6,7,4,3,3,3,2,3,2,money,analytical,big,collab,mid,0.45979971386960533,0.7791488324235893,2
13,7,8,8,3,4,4,4,2,4,4,money,social,small,agile,flex,3.2140285361195184,2.1304145865782935,1
2,8,6,7,4,4,3,2,2,2,1,growth,strategic,flex,collab,flex,-1.9431181994537663,-0.49236542914641673,0
9,8,5,6,3,4,2,4,1,2,2,money,social,small,collab,flex,-1.2733116836572855,0.6905168120401145,0
9,9,5,7,1,3,2,3,1,2,3,growth,social,flex,collab,big,-0.5857128741647843,0.10734344334107279,0
12,10,5,5,3,4,2,4,2,2,1,money,analytical,small,formal,big,-0.27609551379903435,0.09056034143941835,2
12,8,7,8,3,4,5,4,2,4,3,prestige,strategic,big,result,big,3.133908481666763,0.8373478149090324,1
11,7,8,8,3,4,4,4,2,4,3,growth,social,flex,agile,flex,2.6675616469235224,1.015437402647982,1
8,8,5,7,3,4,2,3,2,2,1,impact,analytical,small,formal,mid,-1.3011881116400021,-0.001480122859333667,0
11,7,6,5,3,4,5,4,2,2,3,growth,creative,flex,collab,flex,0.5893653391467184,0.9623362801357361,2
9,8,5,6,5,1,1,3,1,2,2,money,strategic,flex,formal,flex,-1.8302640339118017,0.8942288039708043,0
10,7,8,8,5,4,2,4,3,3,2,money,analytical,small,formal,flex,1.4762225297030613,1.4716853274408805,2
12,6,8,8,3,4,4,4,2,3,3,freedom,analytical,big,collab,flex,2.0710743466480777,1.2099263863904064,1
13,6,7,7,3,4,4,4,2,3,3,freedom,social,flex,collab,flex,1.6681808883868015,1.6275373242260098,1
11,9,5,7,3,4,2,3,2,2,1,growth,analytical,small,formal,flex,-0.49286072410407705,0.4468717928226312,2
6,8,5,5,3,4,1,4,2,2,1,money,social,flex,collab,flex,-2.141590362117018,-0.2745198260115028,0
9,10,9,7,3,4,4,4,3,3,1,money,analytical,solo,agile,big,2.455460329337477,-1.5002979446715916,1
9,8,7,7,5,4,2,4,3,2,2,growth,strategic,big,formal,big,0.6999185047274807,1.060453663221081,2
7,8,5,7,3,4,2,4,2,2,1,growth,analytical,flex,agile,flex,-1.0527488591555905,-0.4375016654543184,0
9,9,5,7,3,3,2,3,2,2,3,growth,analytical,big,formal,big,-0.1196045281093231,0.9458930256849675,2
9,9,5,8,3,4,2,3,2,2,3,money,creative,solo,formal,flex,0.027873930701611427,1.67640383201231,2
9,10,6,7,4,4,1,4,2,2,2,impact,creative,small,collab,startup,0.13263324161561502,0.7301150977791196,2
8,8,5,6,5,4,2,3,2,2,2,money,strategic,flex,formal,flex,-1.1527888947778593,1.8719945277181016,2
6,9,7,8,4,3,2,5,3,2,2,growth,social,flex,formal,flex,0.8484681346108547,-0.7501069735389755,2
8,9,8,9,3,3,3,5,2,4,2,money,strategic,flex,formal,flex,2.519987151383008,-0.9999096402625971,1
10,10,7,9,3,4,2,4,2,3,2,impact,analytical,small,collab,mid,1.8576694149382957,0.11690161313677674,1
12,9,8,5,3,4,5,5,4,2,2,money,analytical,flex,result,flex,2.7444208983484613,-0.516323230691533,1
8,8,7,6,3,4,1,4,3,2,2,impact,analytical,big,collab,flex,-0.09332941732314541,0.273943388149161,2
13,8,8,7,3,4,3,5,3,3,2,money,strategic,flex,collab,big,2.708536848199413,0.27886098487673866,1
9,7,8,8,3,4,5,3,3,3,2,money,analytical,small,formal,flex,1.779490067566731,0.04777860843508549,1
13,10,7,7,3,3,3,5,3,2,2,growth,analytical,flex,collab,big,2.480174654318702,-0.5089512527360781,1
6,8,5,6,3,4,1,4,1,2,1,growth,analytical,small,formal,flex,-2.3498333674333196,-0.4083633652441337,0
10,8,8,7,3,4,3,4,2,2,2,money,social,small,formal,mid,0.7732072096499589,0.06182648050865385,2
8,9,5,7,2,4,2,5,2,2,2,money,analytical,flex,formal,mid,-0.09842491606317028,-0.491072492584868,2
8,10,8,7,3,4,2,4,3,3,2,growth,social,big,collab,startup,1.7713313903937449,-0.436966685853636,1
13,6,7,7,3,4,5,4,2,3,3,impact,social,flex,result,flex,1.9638493331329543,1.3686226839275182,1
12,9,8,7,3,4,3,5,4,2,2,money,analytical,solo,formal,big,2.667309812939552,-0.1584712834243735,1
7,9,6,7,2,4,1,5,2,2,2,money,strategic,flex,formal,flex,-0.254553380125712,-0.490979094353484,2
10,8,8,6,3,4,2,4,3,2,2,money,analytical,flex,formal,big,0.8530468507850566,0.28983320589814365,2
9,6,8,7,3,4,5,5,2,3,2,money,analytical,flex,formal,flex,1.4603380793071121,-0.49852525447965784,1
11,8,8,6,3,4,4,4,2,2,2,growth,social,small,agile,startup,1.0789930101081042,-0.13231448582513347,2
9,7,6,7,3,4,5,5,2,3,2,money,analytical,flex,formal,big,1.1839782192382478,-0.41597962297262775,2
9,8,5,6,2,3,2,3,2,2,2,money,analytical,small,collab,flex,-1.150684246010076,0.11629695922434216,0
13,8,8,8,2,4,5,5,3,3,2,money,strategic,flex,formal,flex,3.4055682752534406,-0.5270567201282477,1
11,10,9,9,3,4,4,5,2,4,3,prestige,analytical,flex,collab,flex,4.34167750867006,0.033618017973602275,1
8,9,7,7,2,4,3,4,2,2,1,growth,analytical,small,result,flex,0.16062313793877292,-1.4895500573086373,2
6,8,4,3,2,2,1,3,1,2,2,prestige,creative,small,collab,mid,-3.513768540851253,-0.5929528506100524,0
9,7,8,6,5,3,2,5,3,2,2,money,creative,small,agile,startup,0.6028729883688717,0.3013441939275627,2
13,10,8,10,3,4,5,5,2,4,3,money,social,flex,formal,flex,4.831458263521428,0.42381414764088904,1
11,7,8,7,4,4,3,4,2,2,3,money,analytical,big,formal,big,1.176714967113478,1.494140117264872,2
8,10,6,7,2,4,2,4,2,2,1,prestige,analytical,big,collab,mid,-0.09875727019133848,-1.3010118866698888,2
13,7,7,8,3,4,5,4,2,3,3,money,social,flex,formal,flex,2.416149883251897,1.3312363492006258,1
10,9,8,9,4,4,3,5,3,4,3,growth,analytical,big,collab,big,3.823115852041022,0.6616366160323774,1
13,6,7,7,3,4,5,5,2,3,3,prestige,analytical,flex,formal,flex,2.2295044866923797,1.0066542340308633,1
9,8,6,5,3,3,2,4,2,2,1,prestige,analytical,flex,formal,mid,-1.0298630415514656,-0.7708878876916517,0
5,8,5,5,2,3,2,3,2,2,1,growth,analytical,solo,formal,big,-2.3662185773320576,-1.4644964419692943,0
8,8,6,6,2,4,2,4,2,2,2,prestige,creative,small,collab,big,-0.6177293029934019,-0.2929596204022384,2
6,8,5,6,2,4,2,5,1,2,1,money,social,small,formal,flex,-1.9039512567861905,-1.3618475366885767,0
8,10,7,7,5,4,2,4,2,2,2,growth,strategic,small,formal,flex,0.5098086115773302,0.7238053193738069,2
10,10,8,9,2,4,2,5,3,3,2,freedom,strategic,flex,result,flex,2.957042480470438,-0.7015938369899011,1
8,8,5,5,3,4,1,2,3,2,2,money,strategic,small,formal,mid,-1.6561446047440118,1.4381029027863197,0
6,8,6,7,3,4,2,3,3,2,2,freedom,analytical,flex,collab,flex,-0.48342386831090406,0.322365638467722,2
9,8,5,5,4,3,1,4,1,2,3,money,analytical,flex,collab,flex,-1.376747260257818,1.6652250355874945,0
8,9,7,8,3,4,2,5,2,2,2,money,analytical,small,formal,flex,0.6933698726744872,-0.3435144262384369,2
9,10,7,7,3,3,2,5,2,3,1,money,creative,small,collab,big,1.0499173041500087,-1.5351301626387241,2
8,9,2,5,2,2,1,3,1,2,2,prestige,social,small,formal,big,-2.9689932438745656,-0.0700649540854946,0
10,10,10,7,3,3,3,5,4,3,2,impact,social,big,agile,startup,3.695356165820025,-1.4979163333870158,1
9,9,8,5,2,3,3,4,2,3,2,money,analytical,solo,formal,flex,0.7856096432379829,-1.0369941415617314,2
11,10,9,7,3,3,3,5,3,3,3,growth,social,big,collab,startup,3.4440356088898803,-0.4451654235813252,1
10,10,8,9,3,4,2,5,3,3,3,money,analytical,solo,formal,startup,3.183614222319929,0.393639990169507,1
11,7,5,6,4,4,2,2,2,3,3,impact,strategic,solo,formal,mid,-0.421642860109964,3.0479006005046796,2
7,8,6,4,1,3,5,4,2,2,2,growth,analytical,big,formal,mid,-0.5664018323588234,-2.11696393442312,0
6,7,6,7,3,4,2,4,2,2,2,freedom,social,small,collab,big,-0.9864223985490332,-0.03593960751342316,0
10,7,6,7,5,4,2,3,2,3,4,money,social,flex,formal,mid,0.6017948275017733,3.6155253716321263,2
15,10,9,10,2,4,5,5,4,4,4,freedom,strategic,flex,agile,big,6.858076868829386,0.6790962110546614,1
7,9,7,9,4,4,1,4,2,3,2,freedom,social,small,collab,flex,0.7437766771324601,0.5511600853876506,2
7,7,7,9,1,3,2,4,2,3,1,growth,analytical,flex,result,startup,0.21882198916562962,-2.031720697447364,2
9,9,5,7,3,4,2,3,2,3,2,impact,strategic,small,collab,mid,-0.017978028434870244,0.8215856429010885,2
7,10,3,3,3,4,1,4,1,2,1,freedom,social,flex,result,startup,-2.9046000115274886,-0.20512287662384313,0
7,8,5,4,2,3,2,3,2,2,2,money,social,small,formal,mid,-2.093524997590073,-0.27637914710266503,0
6,8,7,7,3,4,3,5,1,2,1,money,analytical,small,formal,big,-0.6443003449368643,-1.59761099883651,2
7,8,5,7,3,4,2,2,2,2,2,money,creative,flex,collab,flex,-1.377446453941077,1.1395892883211336,0
7,8,7,5,3,4,2,5,2,2,2,money,analytical,flex,agile,mid,-0.3983117634224668,-0.4085826715728133,2
10,9,8,7,5,4,3,4,2,2,3,growth,analytical,solo,formal,mid,1.5225183528041555,1.4492697122386162,2
9,9,4,6,3,4,1,3,2,2,2,money,analytical,flex,collab,flex,-1.2872506370464534,1.3486511703141213,0
11,9,8,7,3,4,3,4,3,2,3,money,social,small,collab,mid,2.0228292659511653,0.777066138976059,1
9,9,5,7,3,4,1,3,2,2,2,impact,analytical,small,formal,mid,-0.7890480845538452,0.9824358528739202,2
6,8,6,5,3,4,2,3,2,2,1,money,creative,small,collab,mid,-1.9065028667479424,-0.4224905617758929,0
6,8,5,9,3,4,1,4,2,4,1,freedom,analytical,flex,formal,startup,-0.060922234890550264,-0.29214217401426656,2
12,10,8,9,3,4,3,4,3,3,3,impact,social,big,result,mid,3.6031394804931534,0.7781822102300191,1
8,8,7,5,3,4,2,3,3,2,2,growth,creative,solo,collab,flex,-0.42533140944574227,0.4614470552696404,2
7,8,7,6,3,4,2,3,3,1,2,growth,analytical,solo,formal,mid,-0.8166140994979763,0.14438889546650474,2
10,9,7,5,3,4,5,4,3,1,2,money,analytical,small,formal,big,0.8036341145267176,-0.5241206245090858,2
7,8,6,5,3,3,3,3,3,1,1,money,social,small,collab,mid,-1.567070236333196,-1.0384864427259177,0
3,7,5,5,3,3,2,4,2,1,1,money,social,small,formal,startup,-3.2921485182772705,-1.554196579956889,0
8,8,6,7,3,4,2,4,2,1,1,money,analytical,small,collab,big,-1.1503365637677818,-0.5653041463571281,2
9,8,7,6,3,4,2,5,3,2,2,money,social,flex,collab,flex,0.5880213630730959,0.008552487497778906,2
8,7,5,4,4,4,2,3,2,2,2,money,strategic,small,agile,flex,-2.0171016942440674,1.5018863211439806,0
10,7,8,7,3,4,2,5,3,2,2,money,analytical,solo,formal,big,1.0519536109042682,0.033410079563414,2
7,9,6,5,3,3,1,3,3,1,2,prestige,analytical,small,formal,flex,-1.474216492878878,0.009869071048877291,0
10,9,5,9,2,3,1,5,2,4,2,money,social,small,collab,big,1.3599857349939761,-0.3161139119718172,1
9,8,5,6,3,4,1,3,2,2,1,prestige,strategic,flex,collab,flex,-1.5566452697596016,0.5637214775962051,0
9,7,5,5,3,3,2,3,2,2,2,money,social,solo,collab,big,-1.634021736322782,0.6478489635743523,0
13,10,7,8,3,4,2,4,3,4,3,money,analytical,flex,agile,big,3.492244777388999,1.538463655988885,1
7,9,8,7,3,3,3,4,2,3,1,growth,analytical,flex,collab,startup,0.8356630048350093,-1.830248833235882,2
3,6,2,1,5,1,1,1,1,1,1,growth,social,solo,formal,flex,-7.1224887595646535,0.4546201761083935,0
6,8,5,5,3,4,2,3,2,1,1,money,social,small,collab,flex,-2.7204303247039188,-0.2548621225851098,0
9,9,6,5,2,4,2,4,3,1,2,impact,social,solo,collab,flex,-0.521605599349984,-0.242879060104162,2
12,9,9,9,3,4,3,5,3,4,2,impact,analytical,solo,collab,big,4.075480761660128,-0.2889630602869973,1
6,8,4,5,3,4,2,3,2,1,1,growth,social,small,collab,mid,-2.9655326271863487,-0.26213321339646306,0
9,8,5,7,3,4,2,3,2,3,2,freedom,creative,solo,collab,flex,-0.3058049035458356,1.085295564034977,2
6,9,5,7,3,4,1,3,2,1,1,impact,social,flex,collab,flex,-2.055718201962667,-0.2032978632792312,0
13,7,6,6,3,4,3,1,2,2,3,money,strategic,small,collab,mid,-0.2955960868998553,2.9003496950093504,2
9,9,7,8,3,3,3,3,2,3,3,growth,strategic,flex,collab,startup,1.5261057535897664,0.5250736467864413,1
6,9,6,6,3,4,2,4,2,2,1,money,social,small,collab,flex,-1.1196558311924318,-0.873350945899899,0
9,8,8,7,4,4,3,5,3,2,1,money,strategic,small,collab,mid,1.0775575835316225,-0.7675690320552958,2
10,8,5,6,4,3,2,3,2,2,2,money,analytical,small,formal,flex,-0.9575250363120371,1.2195229482492924,2
13,7,8,6,1,4,4,3,3,3,2,money,social,small,collab,flex,1.640886783247105,0.0676857468513459,1
10,7,6,5,1,3,3,3,2,3,3,money,social,small,formal,flex,-0.22557622872864158,0.39282605534658954,0
7,8,8,8,3,4,2,5,3,2,1,money,creative,flex,collab,flex,0.7617622797002872,-1.2138751769766973,2
12,9,8,9,3,2,2,5,1,3,3,impact,strategic,flex,agile,big,2.4803930666896834,-0.07719272523796553,1
10,8,5,6,3,4,1,5,2,2,2,money,social,solo,formal,flex,-0.6540629317702789,0.7569193165772827,2
6,9,5,5,4,4,2,5,1,2,1,money,analytical,solo,collab,flex,-1.7668487120713634,-0.6117709715117023,0
2,8,4,5,3,2,2,2,2,2,1,freedom,strategic,flex,collab,flex,-3.4854767712095835,-1.2818638260703046,0
5,6,4,5,3,4,2,2,2,2,1,growth,strategic,flex,formal,mid,-3.4039573380762693,0.379381205068641,0
7,7,5,6,3,4,2,5,2,2,1,money,analytical,solo,formal,big,-1.427918136755877,-0.6973243784309759,0
10,9,7,9,3,4,3,3,2,3,3,money,analytical,big,formal,big,1.9409941147120011,1.187610151348442,1
8,9,5,5,3,4,1,3,2,2,2,money,social,small,formal,mid,-1.5742088103578518,0.9156046738871738,0
8,9,8,7,3,4,3,5,2,2,1,growth,strategic,flex,collab,mid,0.8523179342562481,-1.5804131073202503,2
7,8,5,5,3,4,2,3,1,2,2,money,analytical,small,collab,flex,-2.1406926820971495,0.6991916674084219,0
8,8,6,7,1,3,2,5,2,3,2,money,analytical,big,agile,big,0.40602462848486115,-1.4668814250725681,2
10,9,8,9,5,4,3,5,2,3,3,freedom,strategic,flex,result,flex,2.906751320545608,1.2985777404753378,1
12,9,6,9,3,4,2,2,2,4,2,money,strategic,flex,collab,flex,1.5822824136232632,1.846394891320395,1
10,7,7,3,4,3,2,4,3,1,3,money,analytical,small,formal,flex,-0.8406445869240908,1.2871428616884415,2
11,10,9,9,3,4,4,5,3,4,3,money,analytical,flex,agile,flex,4.774752255460515,0.11067199276376524,1
10,9,7,10,3,3,5,5,3,4,4,prestige,creative,flex,agile,flex,4.545072388197347,0.3729925677201478,1
9,9,7,9,5,2,2,4,1,3,2,growth,analytical,flex,result,big,1.0771281727794788,0.09832944888123105,2
7,7,6,7,5,4,2,4,2,2,2,prestige,social,flex,formal,mid,-0.7493813711272586,1.1394994376734129,2
8,8,4,5,3,3,2,3,2,2,2,money,strategic,small,collab,big,-1.8201215109748363,0.484877360910177,0
6,8,5,6,3,2,1,3,2,2,1,growth,analytical,small,collab,big,-2.2075007423591226,-1.1028539305716794,0
9,8,6,7,2,4,1,4,3,2,2,money,social,big,collab,mid,-0.04124162257702817,0.19991145938838664,2
12,9,9,8,3,3,2,4,3,3,2,money,strategic,flex,agile,big,2.7955787415155378,-0.046393520106985976,1
11,9,8,6,3,4,3,4,2,1,2,money,analytical,big,formal,big,0.6381323060181592,-0.0377836939490807,2
6,8,3,4,2,4,1,5,1,1,1,money,analytical,small,formal,startup,-3.713415041246742,-0.9742372330070584,0
6,8,6,5,3,4,3,3,2,2,1,impact,analytical,small,formal,flex,-1.6255400398619229,-0.6856313428870372,0
7,8,7,7,3,3,3,3,3,2,1,money,analytical,flex,collab,flex,-0.14148978736536041,-1.025088325029036,2
7,8,6,7,3,4,2,3,3,2,1,growth,analytical,flex,formal,mid,-0.6360389550473085,-0.30785432189108675,2
9,8,7,6,3,4,1,4,2,2,3,money,analytical,small,formal,mid,-0.14660473518980477,1.2290520278044106,2
7,9,5,6,2,4,1,3,2,2,1,impact,analytical,solo,formal,mid,-1.7448598478888302,-0.5179167744411046,0
10,10,8,7,2,3,2,5,3,3,2,money,analytical,solo,collab,big,2.307497083597226,-1.2767441190384934,1
6,8,3,6,2,3,1,3,2,2,1,prestige,analytical,small,formal,mid,-2.879469089945585,-0.6838032747466817,0
9,8,7,7,3,3,2,3,3,2,1,money,analytical,flex,collab,flex,-0.054198821140146375,-0.437555898144061,2
6,8,5,4,2,4,4,2,1,2,1,impact,social,small,formal,mid,-2.696546847172933,-0.8850727052073968,0
7,10,7,7,3,4,2,5,2,3,2,prestige,analytical,big,agile,big,1.2042641688350333,-0.7977219481950454,2
10,10,9,9,3,4,4,5,3,4,2,growth,analytical,flex,formal,flex,4.261785890702316,-0.8740066925830008,1
7,8,5,6,3,3,2,3,3,2,2,money,social,small,collab,flex,-1.08558471306352,0.22655998708557298,0
8,9,8,7,3,2,2,5,2,3,2,money,analytical,small,formal,mid,1.1186417087731013,-1.4537504480959325,1
6,7,5,6,2,4,2,5,1,2,1,impact,analytical,small,formal,big,-2.045100323471378,-1.4333805055151607,0
9,8,6,5,3,3,1,5,2,1,1,growth,social,small,collab,mid,-1.572872945439742,-1.0524557566996011,0
9,9,5,5,3,4,2,2,2,2,1,money,analytical,small,collab,big,-1.6256373134435391,0.4454510174633926,0
